created,modified,id,title,description,creation_date,rating,type,movieId,genres
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be25246-0a6c-11ed-98c8-4129adfcc95f,Coffy ,"When Lucky Lyndon decides to start a new talent agency, he persuades highly efficient Ruth Cavour to leave her current job and work as his secretary. Lyndon devotes his agency to finding and representing unknowns who need an opportunity. After a very slow start, Lyndon finally has his first success when he makes some changes in singer Frank Forrester's routine, leading to sudden success. As the business grows, Lyndon becomes closely involved professionally and personally with Suzanne, an opportunistic night club singer. The changes that she brings about in Lyndon are an increasing source of despair for the loyal, devoted Ruth.",1973-01-01,3.5,movie,4064,Action|Crime|Thriller
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be25264-0a6c-11ed-98c8-4129adfcc95f,Foxy Brown ,"30 years after the defeat of Darth Vader and the Empire, Rey, a scavenger from the planet Jakku, finds a BB-8 droid that knows the whereabouts of the long lost Luke Skywalker. Rey, as well as a rogue stormtrooper and two smugglers, are thrown into the middle of a battle between the Resistance and the daunting legions of the First Order.",1974-01-01,2.5,movie,4065,Action|Crime|Drama
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be2528c-0a6c-11ed-98c8-4129adfcc95f,I'm Gonna Git You Sucka ,"Play through the star wars prequel trilogy in episodes 1,2,and 3, in lego.",1988-01-01,2.9,movie,4066,Action|Comedy
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be252b4-0a6c-11ed-98c8-4129adfcc95f,Untamed Heart ,"Forty-something Irene had a dream job that made her life easy: she was indeed a luxury hotel inspector and her work got carried out in a wonderful ever-renewed setting, from Paris to Gstaad to Berlin to Morocco to China... But does a dream job necessarily mean a dream life? Irene tried not to ask herself the question too openly. Yes she was single but she had manged to remain on good terms with Andrea, her former life companion. For sure she was childless but she occasionally took care of her two little nieces. And it was such fun to play the mystery guest in those magnificent hotels... Things could have gone on that way hadn't one day Irene met Kate Sherman...",1993-01-01,3.4,movie,4067,Drama|Romance
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be252dc-0a6c-11ed-98c8-4129adfcc95f,Sugar & Spice ,"The year is 2151. Earth has spent the last 88 years since learning how to travel faster than the speed of light studying under the wisdom of their alien ally called the 'Vulcans'. Now, the first crew of human explorers sets out into deep space on a ship called the 'Enterprise' to see what is beyond our solar system.",2001-01-01,2.7,movie,4068,Comedy
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be252fa-0a6c-11ed-98c8-4129adfcc95f,"Wedding Planner, The ","This 90 minute documentary features all-new interviews with the show's cast and crew as well as behind the scenes archival content providing fans an inside look at the challenges faced during the second season of ENTERPRISE as the writing staff and creators struggled to find the right tone and creative course for the series, ultimately developing the controversial XINDI story-arc which kicks off with the season finale: THE EXPANSE.",2001-01-01,2.9,movie,4069,Comedy|Romance
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be25322-0a6c-11ed-98c8-4129adfcc95f,"Legend of Rita, The (Stille nach dem Schuß, Die) ", ,1999-01-01,3,movie,4074,Drama
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be2534a-0a6c-11ed-98c8-4129adfcc95f,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien) ","'9 Muses of Star Empire', a year-long chronicle that follows a journey of an all girl pop group '9 Muses', portrays the every-day life of nine girls, relentlessly pursuing their dreams in a world of jealousy, betrayal, and scandal. '9 Muses' is an emerging girl group, aspiring to perform on a national stage and gain world-wide fame just like millions of others. For that, the girls have decided to set everything aside and live as one of the Muses for 'Star Empire'; the entertainment company which created and coordinated every move. What's the price they must pay for their dreams?",2000-01-01,4.5,movie,4077,Drama|Thriller
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be25368-0a6c-11ed-98c8-4129adfcc95f,Amazing Grace and Chuck ,"A boy from the Midwest comes to Hollywood in search of a dream: he wants to be a star. He finds acting teacher Aaron Gillespie who bills himself as ""The Buddah of Buddahs"" of acting teachers and gets entangled, together with a group of acting students, into the biggest scam in Hollywood: Acting Schools that promise anything to you want to hear. ""I will put an Oscar in your hands"" are the words of Acting ""Guru"" Aaron Gillespie: and the story begins.... ""Spinal Tap"" meets ""Fame"" is the best way to describe this film.",1987-01-01,4,movie,4078,Drama
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be25390-0a6c-11ed-98c8-4129adfcc95f,Amazon Women on the Moon ,Deleted scenes from Star Wars: Episode IV - A New Hope (1977).,1987-01-01,4.2,movie,4079,Comedy|Sci-Fi
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be253b8-0a6c-11ed-98c8-4129adfcc95f,Baby Boom , ,1987-01-01,3.2,movie,4080,Comedy
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be253d6-0a6c-11ed-98c8-4129adfcc95f,Back to the Beach , ,1987-01-01,1.8,movie,4081,Comedy
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be253fe-0a6c-11ed-98c8-4129adfcc95f,Barfly , ,1987-01-01,3.5,movie,4082,Comedy|Drama|Romance
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be25426-0a6c-11ed-98c8-4129adfcc95f,Best Seller , ,1987-01-01,4,movie,4083,Thriller
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be2544e-0a6c-11ed-98c8-4129adfcc95f,Beverly Hills Cop II ,"To celebrate the ""birthday"" of the famous Improv comedy club, 6 famous comedians get up on stage and do their thing. However, to make things interesting, while each one does his particular routine, the other 5 comics sit at the back of the stage and heckle the performer. This video is especially notable for Martin Mull issuing a zinger at Robin Williams that shuts-up the otherwise motor-mouthed comic for at least 5 seconds.",1987-01-01,2.9,movie,4084,Action|Comedy|Crime|Thriller
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be25476-0a6c-11ed-98c8-4129adfcc95f,Beverly Hills Cop ,"Carlos wants to be an actor. But his father, Pepe, wants him to work in the family business, that is, male prostitution. Carlos decides that he will be one of his father's boys until he can get his foot in the door in Hollywood. Finally one of his clients, a rich soap star, offers him a bit part in her show. Pepe tell Carlos that she is just using him and demands that he not see the women any longer. Carlos defies his father and when his big day comes he is finds out the harsh realities of life are even harsher than he imagined.",1984-01-01,3.4,movie,4085,Action|Comedy|Crime|Drama
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be25494-0a6c-11ed-98c8-4129adfcc95f,"Big Easy, The ","The life story of Ann Richards, the hilarious straight-talking Governor of Texas who fought special interests for the people and ultimately lost re-election to the first ever pairing of George W Bush and Karl Rove. Celebrities, family members, and personal friends tell the behind-the-scenes battle stories of how a housewife rose to the most powerful position in a good-old-boy state.",1987-01-01,3.5,movie,4086,Action|Crime|Mystery|Romance|Thriller
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be254bc-0a6c-11ed-98c8-4129adfcc95f,Born in East L.A. ,"A recollection of Hebe Camargo's life during the '80s, a time when she struggled between a personal and professional crisis and decided to take control of her own career.",1987-01-01,2,movie,4089,Comedy
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be254e4-0a6c-11ed-98c8-4129adfcc95f,"Brave Little Toaster, The ","Carolyn Sayres gets a Hollywood contract from talent scout Brooke but is later rejected because she's too young. She falls in love with Bud Borden, another contractee who helps her to ...",1987-01-01,3.6,movie,4090,Animation|Children
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be2550c-0a6c-11ed-98c8-4129adfcc95f,Can't Buy Me Love ,"It is the year 2306. Thirteen years have passed since Captain James T. Kirk was swept away by the Nexus, after saving the crew of the Enterprise-B. The remaining crew members of the original USS Enterprise have gone their separate ways. Captain Nyota Uhura and Captain Pavel Chekov, along with Captain John Harriman of the Enterprise-B, come together for a special dedication in honor of Kirk's Enterprise. Their reunion is cut short when they receive a distress call from a mysterious planet, that presses the three friends to embark on a mission that will change their lives forever.",1987-01-01,3.2,movie,4091,Comedy|Romance
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be2552a-0a6c-11ed-98c8-4129adfcc95f,Cherry 2000 ,"This series on the Animal Planet cable network is a talent show for pets. Ten pet owners have their pets perform a specific trick. Among the contestants on the first show were a roller skating macaw; a dog that plays hockey, a Vietnamese pot-bellied pig that painted pictures with a brush, and a girl who hypnotized her pet frog. Each pet/owner team is rated on a scale of 1-10 by three celebrity judges (with new judges each week). The three teams with the highest scores are finalists; the winner is chosen by a vote of the audience. The winning owner receives $2,500 and is eligible for the end-of-season finals and a chance to win $25,000.",1987-01-01,2.2,movie,4092,Romance|Sci-Fi
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be25552-0a6c-11ed-98c8-4129adfcc95f,Cop , ,1988-01-01,1.5,movie,4093,Thriller
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be2557a-0a6c-11ed-98c8-4129adfcc95f,Eddie Murphy Raw ,"Film based on life of actress Gertrude Lawrence, on- and offstage, takes the opportunity to feature extravagant musical production numbers with 'Julie Andrews' , acting, singing and dancing.",1987-01-01,3.5,movie,4102,Comedy|Documentary
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be25598-0a6c-11ed-98c8-4129adfcc95f,Empire of the Sun , ,1987-01-01,4,movie,4103,Action|Adventure|Drama|War
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be255c0-0a6c-11ed-98c8-4129adfcc95f,Ernest Goes to Camp ,"Get to know your ABCs with the fun-filled adventure that celebrates the wonder of words and the joys of the alphabet Sesame Street style. Shapes, sounds, and colors come to life as letters....",1987-01-01,1.4,movie,4104,Comedy
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be255e8-0a6c-11ed-98c8-4129adfcc95f,"Evil Dead, The ","Somewhere in the deep vastness of space, within the Andromeda Galaxy lies the Algol Star System floating like a dust fleck in a sunbeam. Around the parent star, Algol, whirl its three children: Palm, Mota, and Dezo. Closest to Algo is Palm, the economic and intellectual stronghold of the system. Of the three planets the middle gleamed the brightest like an emerald. This is Mota, a beautiful, beckoning jewel gripped by madness!",1981-01-01,3.8,movie,4105,Fantasy|Horror|Thriller
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be25610-0a6c-11ed-98c8-4129adfcc95f,Flowers in the Attic ,"Carolyn Sayres gets a Hollywood contract from talent scout Brooke but is later rejected because she's too young. She falls in love with Bud Borden, another contractee who helps her to ...",1987-01-01,2.6,movie,4109,Drama|Thriller
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be25638-0a6c-11ed-98c8-4129adfcc95f,"Fourth Protocol, The ",12 Contestants try to win a recurring role on General Hospital. Emmy winning soap actress Debbi Morgan and General Hospital Casting Director Mark Teschner judge their performances.,1987-01-01,3,movie,4110,Thriller
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be25656-0a6c-11ed-98c8-4129adfcc95f,Gardens of Stone , ,1987-01-01,3,movie,4111,Drama|War
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be2567e-0a6c-11ed-98c8-4129adfcc95f,"Glass Menagerie, The ","The Driver now carries an arrogant rock star who is visiting a major city (not Pittsburgh as earlier believed). Played by Madonna, this title character wants to get away from her bodyguards in the Driver's BMW. He soon gets tired of her and decides to have a bit of fun.",1987-01-01,3,movie,4113,Drama
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be256a6-0a6c-11ed-98c8-4129adfcc95f,Hiding Out , ,1987-01-01,2,movie,4115,Comedy
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be256ce-0a6c-11ed-98c8-4129adfcc95f,Hollywood Shuffle ,"A 'mocumentary' on the rise and fall of Chip and Dales dancer turned martial arts action star, Francis Allen Sledgewick, AKA Frank Sledge. When fame and fortune caused Frank to lose his sense of what's truely important, he realised he's going to have to get in touch with his roots if there's ever going to be a comeback.",1987-01-01,5,movie,4116,Comedy
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be256ec-0a6c-11ed-98c8-4129adfcc95f,Hope and Glory ,"""Star Vehicle"" follows the downward spiral of movie driver Donald Cardini, a self-professed movie buff with a penchant for explosive violence when provoked. Driving the stars of low-budget movies, along with their fragile egos, to and from locations in the middle of nowhere, pushes Don's buttons in all of the wrong directions. When Luke, the young and self-absorbed writer/director challenges Don's authority, murder and mayhem ensues. The movie's Scream Queen' starlet, Riversa Red, to her dismay finds herself the target of Don's obsession. With his encyclopedic knowledge of her ""body"" and body of work, Don worms his way onto Riversa's good side, no easy task. Not knowing whether to fear or friend Don, Riversa finds herself at the center of a cyclone with Luke and Don both vying for her attention. A mysterious Hotel Bellboy and an unknown ""watcher in the woods"" lend themselves to the growing suspense as the cast and crew hold-up at Forest Grove Lodge. After a couple of grueling days into the movie shoot, Don goes berserk, getting himself kicked off of the show. But letting go of Don doesn't come without a price. When he shows up the next day, 9 mm handgun in tow, the cast and crew are forced to act in Don's own home movie. Those who make a stand are dealt a deadly hand and those that await their fate wish they never stepped into the ""Star Vehicle"". Once the wheels of horror start rolling, there's no turning back.",1987-01-01,4.3,movie,4117,Drama
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be25714-0a6c-11ed-98c8-4129adfcc95f,Innerspace , ,1987-01-01,3.1,movie,4121,Action|Adventure|Comedy|Sci-Fi
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be2573c-0a6c-11ed-98c8-4129adfcc95f,Ishtar ,A feminine android delivers packages to the scattered humans in the galaxy. With years to spare the android and us have time to contemplate what it is to be human.,1987-01-01,2,movie,4123,Comedy
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be25764-0a6c-11ed-98c8-4129adfcc95f,Jaws: The Revenge ,"As our world expands to include the entire galaxy everyone rushes to claim their own piece of this new world and thousands of colonies arise. With no core government, rogue colonies begin to wreak havoc and without a centralized army to protect the innocent peace is all but lost. Now at the end of mankind's greatest battle, empires will crumble, alliances will form, enemies will rise, and heroes will fall.",1987-01-01,1.2,movie,4124,Horror|Thriller
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be2578c-0a6c-11ed-98c8-4129adfcc95f,Leonard Part 6 ,A look at the process behind bringing the Star Trek characters back to life.,1987-01-01,0.8,movie,4125,Comedy|Sci-Fi
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be257b4-0a6c-11ed-98c8-4129adfcc95f,Less Than Zero ,"After finding each other through an on-line dating site, Sara and Derek meet in a Los Angeles hotel for an adult rendezvous only to discover they have far more in common than meets the eye.",1987-01-01,3.5,movie,4126,Drama
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be257dc-0a6c-11ed-98c8-4129adfcc95f,"Like Father, Like Son ","Duke is the leader of a gang of border bandits. When Marshal Brady is sent to investigate, he is shot. Found by Tom and sidekick Lopez, Tom gets Brady to make him his deputy. Duke makes Tom Sheriff and Tom sets a trap to capture the gang. But Duke is suspicious and changes plans and Tom quickly finds himself Duke's prisoner.",1987-01-01,1.7,movie,4127,Comedy
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be25804-0a6c-11ed-98c8-4129adfcc95f,"Lost Boys, The ","This documentary compares and contrasts the scientific principles in Star Trek with current science. Many clips from the Star Trek movies and TV series are used to illustrate the concepts of: faster-than-light travel, time travel, anti-particle physics, medical imaging, extrasolar planets, extraterrestrial life and intelligence (SETI and the Drake equation), artificial intelligence, robotics, and matter transmission.",1987-01-01,3.7,movie,4128,Comedy|Horror|Thriller
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be25822-0a6c-11ed-98c8-4129adfcc95f,Made in Heaven ,An experimental film by Stan Brakhage combining family footage with various narratives about the stars.,1987-01-01,1,movie,4129,Fantasy|Romance
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be2584a-0a6c-11ed-98c8-4129adfcc95f,Maid to Order ,"Host Howie Long takes viewers on a tour of the ""Star Wars"" universe, as Fox TV celebrates the re-release of the original three legendary films in this one hour special.",1987-01-01,1.8,movie,4130,Comedy|Fantasy
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be25872-0a6c-11ed-98c8-4129adfcc95f,Making Mr. Right ,"In 1944, the Germans began rounding up the Jews of Rhodes. The Turkish Consul General, Selahattin Ulkumen, interceded on behalf of those Jewish who were Turkish nationals. By his efforts, 42 Jewish families were set free from the deportation to Auschwitz-Birkenau. In reprisal, German planes bombed the consulate building and Ulkumen's house, killing his staff and pregnant wife. His sacrifice made consul Selahattin Ulkumen the first non-Christian to be declared a Righteous Gentile by Yad Vashem, Israel's Holocaust memorial.",1987-01-01,1.8,movie,4131,Comedy|Romance|Sci-Fi
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be25890-0a6c-11ed-98c8-4129adfcc95f,Mannequin ,"The North Star is the story of Benjamin ""Big Ben"" Jones and Moses Hopkins, two slaves who escaped from a Virginia plantation and made their way to freedom in Buckingham, Pennsylvania in 1849. Big Ben's 6 foot 10 inch size and a record bounty for his safe return make him the focus of every slave hunter on the east coast. Their journey exposes them to danger and cruelty; however it also exposes them to the unexpected kindness of the people involved in the Underground Railroad. These experiences will change Ben and Moses forever. Upon reaching the relative safety of Mt. Gilead Church on Buckingham Mountain, Ben and Moses get to experience life as free men and cross paths with historical figures such as Frederick Douglass, Harriet Tubman, Joshua and Jonathan Fell. Their freedom also allows them to experience heroism, romance and treachery.",1987-01-01,2.6,movie,4132,Comedy|Romance
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be258b8-0a6c-11ed-98c8-4129adfcc95f,Masters of the Universe ,When a former teen idol succeeds at a major comeback he has a violent meltdown in his penthouse suite at a fashionable hotel.,1987-01-01,2.6,movie,4133,Action|Adventure|Fantasy|Sci-Fi
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be258e0-0a6c-11ed-98c8-4129adfcc95f,"Monster Squad, The ",Kirk and Spock team up against the Gorn.,1987-01-01,5,movie,4135,Adventure|Comedy|Horror
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be25908-0a6c-11ed-98c8-4129adfcc95f,My Demon Lover ,"Hollywood's famous Cocoanut Grove nightclub stages a Star Night-only musical revue in which many Hollywood actors attend. Staged is the operative word. Entertainers include Ted Fio Rito and his orchestra, Eduardo Durant's Tango Band, and the Fancho & Marco Sunkist Beauties. Leo Carrillo acted as the Master of Ceremonies, and introduces a galaxy of stars from their tables. Those higher on the 1935 pecking order, Mary Pickford, Jack Oakie, Arline Judge, Bing Crosby and Gary Cooper, come to the microphone and do a bit...mostly chit-chatting bits.",1987-01-01,1,movie,4138,Comedy|Horror
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be25926-0a6c-11ed-98c8-4129adfcc95f,No Man's Land ,"The adventure of Dongzi Pan, a boy whose father left home for the Long March in the Red Army and whose mother was killed by gangster of the evil landlord Hu.",1987-01-01,3,movie,4139,Crime|Drama
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be2594e-0a6c-11ed-98c8-4129adfcc95f,Head Over Heels ,A Jedi Knight searches for his missing Padawan on the barren ice planet Dais VI only to find someone from his past out for revenge.,2001-01-01,2.5,movie,4141,Comedy|Romance
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be25976-0a6c-11ed-98c8-4129adfcc95f,Left Behind: The Movie ,"Earl is engaged to his step-sister Baby. Baby has entrusted him to take care of her misfit cousin Junior. Baby is also intent on leaving Texas for LA on Tuesday. When Junior and his recently released ex-con friend Tinker rob a pizza delivery boy and end up with $20,000 of drug money Earl is forced onto the scene, giving up his and Baby's LA money to save Juniors limbs.",2000-01-01,4.2,movie,4142,Action|Adventure|Drama|Thriller
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be25994-0a6c-11ed-98c8-4129adfcc95f,Valentine ,It's war! The evil mad scientist Andross has unleashed a huge army against his former home world in the bid for galactic conquest. General Pepper has summoned the Star Fox team as backup ...,2001-01-01,3.5,movie,4143,Horror|Mystery
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be259bc-0a6c-11ed-98c8-4129adfcc95f,In the Mood For Love (Fa yeung nin wa) ,"This is the story of your greatest dream and worst nightmare. It's a story about visions and dreams, about sailing and wreckage. Natural Born Star is the story of Fred Robsahm.",2000-01-01,4.2,movie,4144,Drama|Romance
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be259e4-0a6c-11ed-98c8-4129adfcc95f,"Million Dollar Hotel, The ",The son (Romero) of a department store owner enrolls the store's sports clerk (Henie) at a university to use her as an advertisement for their fashion department. She falls for a teacher (Greene) and gets expelled.,2001-01-01,3,movie,4146,Drama|Mystery|Romance
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be25a02-0a6c-11ed-98c8-4129adfcc95f,Nico and Dani (Krámpack) ,"""Afghan Star"" is a TV show modeled on the UK's ""Pop Idol."" We join the 2008 contest when it's down to nine contestants, and we focus on two women, Setara and Lema, and two men, Hameed and Rafi. We watch the two women in particular: Satara sings with emotion and includes dance in her final performance, an action that puts her life in danger; Lema is traditional, but her very appearance brings death threats. The three finalists are from different tribes, and each makes a plea for Afghan unity. The camera visits families watching the competition, there are comments from people in the street, and we return home with a nervous Setara. In Afghanistan, singing is an expression of freedom.",2000-01-01,4,movie,4147,Comedy|Drama|Romance
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be25a2a-0a6c-11ed-98c8-4129adfcc95f,Hannibal , ,2001-01-01,2.9,movie,4148,Horror|Thriller
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be25a52-0a6c-11ed-98c8-4129adfcc95f,Saving Silverman (Evil Woman) , ,2001-01-01,2.8,movie,4149,Comedy|Romance
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be25a7a-0a6c-11ed-98c8-4129adfcc95f,Vatel ,"The new Star Wars film arrived on May 16 - so why not line up on the streets 6 weeks before? Hundreds of people in Hollywood did just that. Star Wait takes a look at the lives of some of these people waiting in line in front of the famous Mann's Chinese Theater. How do they get along with each other? How do they deal with the homeless people vying for sleeping room on the streets of Hollywood? How do they make sure no one spoils the new Star Wars movie for them? And of course, how do they go to the bathroom? Star Wait is broken up into 9 different episodes. Episodes include; who is hotter: Natalie Portman or Princess Leia? How does a Christian band get along with Star Wars fans at 2 in the morning? The day the tickets are sold, infighting among line members, and of course the final day leading up to the Hollywood 12:01am showing of ""Star Wars Episode II: Attack of The Clones.""",2000-01-01,4.2,movie,4152,Drama
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be25a98-0a6c-11ed-98c8-4129adfcc95f,Down to Earth ,"Mike Nelson, Kevin Murphy, and Bill Corbett are here to try to make sense of the alarming characters and nightmarish performances that make up 'The Star Wars Holiday Special' from 1978.",2001-01-01,2.4,movie,4153,Comedy|Fantasy|Romance
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be25ac0-0a6c-11ed-98c8-4129adfcc95f,Recess: School's Out ,"It has been eight years since Fox McCloud defeated the evil Andross. Since then, the Star Fox team has been on a slow downturn. Falco, a loyal friend of Fox, decided to leave the team in search of new challenges. Peppy, in his old age, quit his duties as a pilot to focus on navigation, and Slippy did likewise, focusing on his technological developments. While Fox and his comrades are recognized as heroes, they've received little in the way of work since Andross's death, and their ship, the Great Fox, has seen much better days. However, one day, as they're approaching Dinosaur Planet at the edge of the Lylat System, they receive a message from General Pepper asking Fox to investigate what's caused the world to suddenly start breaking up and find a way to fix it. At the same time, Dinosaur Planet's inhabitants are under the dictatorial rule of General Scales, whom Fox must contend with in order to complete his mission. And then there's the mysterious Krystal, who became trapped in a large crystal after being attacked within Krazoa Palace. Can Fox free her and receive her help to stop General Scales and save Dinosaur Planet?",2001-01-01,4,movie,4154,Animation|Children
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be25ae8-0a6c-11ed-98c8-4129adfcc95f,Sweet November , ,2001-01-01,3.3,movie,4155,Drama|Romance
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be25b10-0a6c-11ed-98c8-4129adfcc95f,Company Man ,Join the battle and play an important part in the Star Wars Galaxy. Lead the battle as you fight against the powerful empire in hope to regain freedom for the Galaxy.,2000-01-01,2,movie,4156,Comedy
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be25b38-0a6c-11ed-98c8-4129adfcc95f,"Price of Milk, The ", ,2000-01-01,4.5,movie,4157,Comedy|Drama|Fantasy|Romance
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be25b56-0a6c-11ed-98c8-4129adfcc95f,Monkeybone ,"When the newly-christened starship Enterprise's shakedown cruise goes poorly, Captain Kirk and crew put her into Spacedock for repairs. But an urgent mission interrupts their Earth-bound shore leave. A renegade Vulcan named Sybok has taken three ambassadors hostage on Nimbus III, the Planet of Galactic Peace. This event also attracts the attention of a Klingon captain who wants to make a name for himself and sets out to pursue the Enterprise. Sybok's ragtag army captures the Enterprise and takes her on a journey to the center of the galaxy in search of the Supreme Being.",2001-01-01,2.1,movie,4158,Animation|Comedy|Fantasy
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be25b7e-0a6c-11ed-98c8-4129adfcc95f,3000 Miles to Graceland ,"James and his three closest lifelong friends go on an ill-advised trip to the stunning coastal area of Barafundle Bay in West Wales. What follows is a touching and comical adventure dealing with friendship, heroism and love.",2001-01-01,2.7,movie,4159,Action|Thriller
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be25ba6-0a6c-11ed-98c8-4129adfcc95f,"Widow of St. Pierre, The (Veuve de Saint-Pierre, La) ","The ""Ferrari"" have stolen all of the Pepsi from Starbase Seven-Up, and it is up to the crew of the Enterprise to rescue it. Captain Picard, along with Doodah the android, Ya Har, Jordashe, ...",2000-01-01,4.1,movie,4160,Drama|Romance
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be25bce-0a6c-11ed-98c8-4129adfcc95f,"Mexican, The ", ,2001-01-01,3.3,movie,4161,Action|Comedy
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be25bf6-0a6c-11ed-98c8-4129adfcc95f,"Caveman's Valentine, The ","Laura is seven year old country girl, who's just moved along with her family to a city. On her first night in their top floor apartment, she sees a shooting star, actually falling to earth, she finds it in a park and discovers it's a living being. Taking it back home, she and her toddler brother Tommy discover it can do miracles like making people fly and bringing inanimate objects to life. But over time both notice that the longer it stays on earth, the weaker it becomes, can they along with next door neighbor Max find a way to send it back into outer space, before tragedy occurs?",2001-01-01,3.5,movie,4164,Drama
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be25c14-0a6c-11ed-98c8-4129adfcc95f,Series 7: The Contenders ,Social magazine about famous people and news fro Czech celebrities.,2001-01-01,2.5,movie,4166,Action|Drama
